Model	Item	Part No.	Alternate No.	Part Description (TCLNA)	Price
5WR1-A		214146620		Screw Kit White 5-12k	$4.00
5WR1-A		210826768		Top mounting Rail	$3.60
5WR1-A		GSK5-6K		Window Foam Insulation Strips	$4.00
6W3ER1		210901453	22007-000068	Power Supply Cord	$28.89
6W3ER1		210736452	42008-000060	Air Filter	$7.50
6W3ER1		1193070510	A2004-000143	Screw bag	$4.00
6W3ER1		210901412		display pcb	$16.80
6W3ER1		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
6W3ER1		210736453		Filler Panels left Rail	$5.00
6W3ER1		210736454		Filler Panels right Rail	$5.00
6W3ER1		210826602		Lock Frame	$2.00
6W3ER1		210901457C		Remote Controller	$7.96
6W3ER1		210826603		Sash lock	$2.00
6W3ER1		214146620		Screw Kit White 5-12k	$4.00
6W3ER1		210826768		Top mounting Rail	$3.60
6W3ER1		210901454		Sensor Assembly	$2.96
6W3ER1		GSK5-6K		Window Foam Insulation Strips	$4.00
6W3ER1-A		210901453	22007-000068	Power Supply Cord	$28.89
6W3ER1-A		210736452	42008-000060	Air Filter	$7.50
6W3ER1-A		1193070510	A2004-000143	Screw bag	$4.00
6W3ER1-A		210901412		display pcb	$16.80
6W3ER1-A		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
6W3ER1-A		210736453		Filler Panels left Rail	$5.00
6W3ER1-A		210736454		Filler Panels right Rail	$5.00
6W3ER1-A		210826602		Lock Frame	$2.00
6W3ER1-A		210901457C		Remote Controller	$7.96
6W3ER1-A		210826603		Sash lock	$2.00
6W3ER1-A		214146620		Screw Kit White 5-12k	$4.00
6W3ER1-A		210826768		Top mounting Rail	$3.60
6W3ER1-A		210901454		Sensor Assembly	$2.96
6W3ER1-A		GSK5-6K		Window Foam Insulation Strips	$4.00
6W9E1	3	210736640	42008-000061	Air Filter	$7.50
6W9E1	6.3	210901411N	31502-000015	Main pcb	$34.80
6W9E1	16	42004-000100	210736633	Propeller Fan	$4.04
6W9E1	23	210901457C	22013-000262	Remote Controller	$7.96
6W9E1	24	210901453	22007-000068	Power Supply Cord	$28.89
6W9E1	25	210901454	10104-100023	Sensor Assembly	$2.96
6W9E1	26.1	210737020	41214-000499	Window Sash seal	$3.00
6W9E1	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
6W9E1	26.3	210826772	41509-000021	Top mounting Rail	$5.45
6W9E1	26.4	41599-000321	41599-000321	Filler Panels Assembly	$5.66
6W9E1	27	214154672	32001-000143	Wifi module 	$17.40
6W9E1	26.4.1	210736733	41509-000016	Filler Panels	$5.20
6W9E1	26.4.2	210736630	41509-000042	Filler Panels left Rail	$5.04
6W9E1	26.4.3	210736629	41509-000032	Filler Panels right Rail	$5.04
6W9E1	26.5.1	1193070510	A2004-000143	Screw Kit Black	$4.00
6W9E1	26.5.2	210826603	41214-000132	Sash lock	$2.00
6W9E1	26.5.3	210826602	41214-000139	Lock Frame	$2.00
6W9E1		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
6W9E1		GSK5-6K		Window Foam Insulation Strips	$4.00
6W9ER1	7	42004-000102	210738226	Propeller Fan	$2.88
6W9ER1	8	22001-000168	210901378A	Fan Motor	$24.00
6W9ER1	11	42004-000142	210736487	Centrifugal Fan	$10.00
6W9ER1	19	210901412	31502-000019	display pcb	$16.80
6W9ER1	20	41507-000028	210736451	Control Box panel	$4.00
6W9ER1	26	210736452	42008-000060	Air Filter	$7.50
6W9ER1	32	210901457C	22013-000262	Remote Controller	$7.96
6W9ER1	33	210901453	22007-000068	Power Supply Cord	$28.89
6W9ER1	34	210901454	10104-100023	Sensor Assembly	$2.96
6W9ER1	35.3	210826768	41509-000019	Top mounting Rail	$3.60
6W9ER1	35.4.1	210736734	41509-000009	Filler Panels	$4.00
6W9ER1	35.4.2	210736453	41509-000037	Filler Panels left Rail	$5.00
6W9ER1	35.4.3	210736454	41509-000027	Filler Panels right Rail	$5.00
6W9ER1	35.5.1	1193070510	A2004-000143	Screw Kit Black	$4.00
6W9ER1	35.5.2	210826603	41214-000132	Sash lock	$2.00
6W9ER1	35.5.3	210826602	41214-000139	Lock Frame	$2.00
6W9ER1		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
6W9ER1		GSK5-6K		Window Foam Insulation Strips	$4.00
8W3ER1		210901453	22007-000068	Power Supply Cord	$28.89
8W3ER1		GSK8-15K		Window Foam Insulation Strips	$4.00
8W3ER1		1193070510	A2004-000143	Screw bag	$4.00
8W3ER1		210901461		display pcb	$18.05
8W3ER1		210736640		Air Filter	$7.50
8W3ER1		210736630		Filler Panels left Rail	$5.04
8W3ER1		210736629		Filler Panels right Rail	$5.04
8W3ER1		210737051		Foam Top window Gasket	$2.00
8W3ER1		210826602		Lock Frame	$2.00
8W3ER1		210901457C		Remote Controller	$7.96
8W3ER1		210826603		Sash lock	$2.00
8W3ER1		214146620		Screw Kit White 5-12k	$4.00
8W3ER1		210826772		Top mounting Rail	$5.45
8W3ER1		210737020		Window Sash seal	$3.00
8W3ER1		FPKW8K	41599-000321	Filler Panel Kit White 8K	$10.00
8W3ER1-A		210901453	22007-000068	Power Supply Cord	$28.89
8W3ER1-A		GSK8-15K		Window Foam Insulation Strips	$4.00
8W3ER1-A		1193070510	A2004-000143	Screw bag	$4.00
8W3ER1-A		210901461		display pcb	$18.05
8W3ER1-A		210736640		Air Filter	$7.50
8W3ER1-A		210736630		Filler Panels left Rail	$5.04
8W3ER1-A		210736629		Filler Panels right Rail	$5.04
8W3ER1-A		210737051		Foam Top window Gasket	$2.00
8W3ER1-A		210826602		Lock Frame	$2.00
8W3ER1-A		210901457C		Remote Controller	$7.96
8W3ER1-A		210826603		Sash lock	$2.00
8W3ER1-A		214146620		Screw Kit White 5-12k	$4.00
8W3ER1-A		210826772		Top mounting Rail	$5.45
8W3ER1-A		210737020		Window Sash seal	$3.00
8W3ER1-A		FPKW8K	41599-000321	Filler Panel Kit White 8K	$10.00
8W9E1	3	210736640	42008-000061	Air Filter	$7.50
8W9E1	6.2	210901461C	31502-000023	display pcb	$12.56
8W9E1	6.3	210901411N	31502-000015	Main pcb	$34.80
8W9E1	6.5	210901721	10502-100032	Transformer	$8.70
8W9E1	7	42004-000143	42004-000143	Centrifugal Fan	$5.00
8W9E1	16	42004-000100	210736633	Propeller Fan	$4.04
8W9E1	23	210901457C	22013-000262	Remote Controller	$7.96
8W9E1	24	210901453	22007-000068	Power Supply Cord	$28.89
8W9E1	25	210901454	10104-100023	Sensor Assembly	$2.96
8W9E1	26.1	210737020	41214-000499	Window Sash seal	$3.00
8W9E1	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
8W9E1	26.3	210826772	41509-000021	Top mounting Rail	$5.45
8W9E1	26.4	41599-000321	41599-000321	Filler Panels Assembly	$5.66
8W9E1	27	214154672	32001-000143	Wifi module 	$17.40
8W9E1	26.4.1	210736733	41509-000016	Filler Panels	$5.20
8W9E1	26.4.2	210736630	41509-000042	Filler Panels left Rail	$5.04
8W9E1	26.4.3	210736629	41509-000032	Filler Panels right Rail	$5.04
8W9E1	26.5.1	1193070510	A2004-000143	Screw Kit Black	$4.00
8W9E1	26.5.2	210826603	41214-000132	Sash lock	$2.00
8W9E1	26.5.3	210826602	41214-000139	Lock Frame	$2.00
8W9E1		GSK8-15K		Window Foam Insulation Strips	$4.00
8W9E1		FPKW8K	41599-000321	Filler Panel Kit White 8K	$10.00
8W9ER1	6.2	210901461C	31502-000023	display pcb	$12.56
8W9ER1	16	42004-000100	210736633	Propeller Fan	$4.04
8W9ER1	23	210901457C	22013-000262	Remote Controller	$7.96
8W9ER1	26.3	210826772	41509-000021	Top mounting Rail	$5.45
8W9ER1	26.4	41599-000321	41599-000321	Filler Panels Assembly	$5.66
8W9ER1	27	32001-000308	32001-000308	Wifi module 	$10.00
8W9ER1	26.4.1	210736733	41509-000016	Filler Panels	$5.20
8W9ER1	26.4.2	210736630	41509-000042	Filler Panels left Rail	$5.04
8W9ER1	26.4.3	210736629	41509-000032	Filler Panels right Rail	$5.04
8W9ER1	26.5.1	1193070510	A2004-000143	Screw Kit Black	$4.00
8W9ER1		GSK8-15K		Window Foam Insulation Strips	$4.00
8W9ER1		FPKW8K	41599-000321	Filler Panel Kit White 8K	$10.00
AWAC-05CMA1		GSK5-6K		Window Foam Insulation Strips	$4.00
AWAC-05CMA1		210736834	41505-000069	Knob	$2.00
AWAC-05CMA1		210736452	42008-000060	Air Filter	$7.50
AWAC-05CMA1		1203080201		Drain Plug	$1.00
AWAC-05CMA1		FPKW5-6K		Filler Panel 5K - 6K White	$6.00
AWAC-05CMA1		210826602		Lock Frame	$2.00
AWAC-05CMA1		210901453		Power Supply Cord	$28.89
AWAC-05CMA1		210826603		Sash lock	$2.00
AWAC-05CMA1		214146620		Screw Kit White 5-12k	$4.00
AWAC-05CMA1		210826768		Top mounting Rail	$3.60
TAW05CM19		GSK5-6K		Window Foam Insulation Strips	$4.00
TAW05CM19		210736452		Air Filter	$7.50
TAW05CM19		1203080201		Drain Plug	$1.00
TAW05CM19		FPKW5-6K		Filler Panel 5K - 6K White	$6.00
TAW05CM19		210736834		Knob	$2.00
TAW05CM19		210826602		Lock Frame	$2.00
TAW05CM19		210901453		Power Supply Cord	$28.89
TAW05CM19		210826603		Sash lock	$2.00
TAW05CM19		214146620		Screw Kit White 5-12k	$4.00
TAW05CM19		210826768		Top mounting Rail	$3.60
TAW05CMW0N		GSK5-6K		Window Foam Insulation Strips	$4.00
TAW05CMW0N		1193070510	A2004-000143	Screw bag	$4.00
TAW05CMW0N		210736452		Air Filter	$7.50
TAW05CMW0N		FPKW5-6K		Filler Panel 5K - 6K White	$6.00
TAW05CMW0N		210736734		Filler Panels	$4.00
TAW05CMW0N		210736453		Filler Panels Left Rail	$5.00
TAW05CMW0N		210736454		Filler Panels Right Rail	$5.00
TAW05CMW0N		210736834		Knob	$2.00
TAW05CMW0N		210826602		Lock Frame	$2.00
TAW05CMW0N		210901453		Power Supply Cord	$28.89
TAW05CMW0N		210826603		Sash lock	$2.00
TAW05CMW0N		214146620		Screw accessories	$4.00
TAW05CMW0N		210826768		Top mounting Rail	$3.60
TAW05CR19		GSK5-6K		Window Foam Insulation Strips	$4.00
TAW05CR19		214146620		Accessory Screw  Kit - White 5K - 12k	$4.00
TAW05CR19		210901412		display pcb	$16.80
TAW05CR19		210736452		Air Filter	$7.50
TAW05CR19		1203080201		Drain Plug	$1.00
TAW05CR19		FPKW5-6K		Filler Panel 5K - 6K White	$6.00
TAW05CR19		210826602		Lock Frame	$2.00
TAW05CR19		210901453		Power Supply Cord	$28.89
TAW05CR19		210901457C		Remote Controller	$7.96
TAW05CR19		210826603		Sash lock	$2.00
TAW05CR19		210826768		Top mounting Rail	$3.60
TAW05CRB0N		GSK5-6K		Window Foam Insulation Strips	$4.00
TAW05CRB0N		1193070510	A2004-000143	Screw bag	$4.00
TAW05CRB0N		214146620B		Accesory Screw Kit Black	$4.00
TAW05CRB0N		210901412		display pcb	$16.80
TAW05CRB0N		210736452B		Air Filter	$4.70
TAW05CRB0N		FPKB-5K		Filler Panel Kit Black 5K	$6.00
TAW05CRB0N		210826602A		Lock Frame	$0.50
TAW05CRB0N		210901453H		Power Supply Cord	$27.36
TAW05CRB0N		210902090A		Remote Controller	$12.24
TAW05CRB0N		210826603B		Sash lock	$0.60
TAW05CRB0N		210901454		Sensor Assembly	$2.96
TAW05CRB0N		210826768A		Top mounting Rail	$4.32
TAW05CRB19		GSK5-6K		Window Foam Insulation Strips	$4.00
TAW05CRB19		214146620B		Accesory Screw Kit Black	$4.00
TAW05CRB19		210901412		display pcb	$16.80
TAW05CRB19		210736452B		Air Filter	$4.70
TAW05CRB19		1203080201		Drain Plug	$1.00
TAW05CRB19		FPKB-5K		Filler Panel Kit Black 5K	$6.00
TAW05CRB19		210826602A		Lock Frame	$0.50
TAW05CRB19		210901453H		Power Supply Cord	$27.36
TAW05CRB19		210902090A		Remote Controller	$12.24
TAW05CRB19		210826603B		Sash lock	$0.60
TAW05CRB19		210901454		Sensor Assembly	$2.96
TAW05CRB19		210826768A		Top mounting Rail	$4.32
TAW05CRW0N		GSK5-6K		Window Foam Insulation Strips	$4.00
TAW05CRW0N		1193070510	A2004-000143	Screw bag	$4.00
TAW05CRW0N		210901412		display pcb	$16.80
TAW05CRW0N		210736452		Air Filter	$7.50
TAW05CRW0N		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
TAW05CRW0N		210736734		Filler Panels	$4.00
TAW05CRW0N		210736453		Filler Panels left Rail	$5.00
TAW05CRW0N		210736454		Filler Panels right Rail	$5.00
TAW05CRW0N		210826602		Lock Frame	$2.00
TAW05CRW0N		210901453		Power Supply Cord	$28.89
TAW05CRW0N		210901457C		Remote Controller	$7.96
TAW05CRW0N		210826603		Sash lock	$2.00
TAW05CRW0N		214146620		Screw accessories	$4.00
TAW05CRW0N		210901454		Sensor Assembly	$2.96
TAW05CRW0N		210826768		Top mounting Rail	$3.60
TAW06CR19	19	210901412		Display pcb	$16.80
TAW06CR19		GSK5-6K		Window Foam Insulation Strips	$4.00
TAW06CR19		214146620		Accessory Screw  Kit - White 5K - 12k	$4.00
TAW06CR19		210736452		Air Filter	$7.50
TAW06CR19		1203080201		Drain Plug	$1.00
TAW06CR19		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
TAW06CR19		210826602		Lock Frame	$2.00
TAW06CR19		210901453		Power Supply Cord	$28.89
TAW06CR19		210901457C		Remote Controller	$7.96
TAW06CR19		210826603		Sash lock	$2.00
TAW06CR19		210901454		Sensor Assembly	$2.96
TAW06CR19		210826768		Top mounting Rail	$3.60
TAW06CRW0N		GSK5-6K		Window Foam Insulation Strips	$4.00
TAW06CRW0N		1193070510	A2004-000143	Screw Bag	$4.00
TAW06CRW0N		210901412		Display pcb	$16.80
TAW06CRW0N		210736452		Air Filter	$7.50
TAW06CRW0N		FPKW5-6K		Filler Panel Kit White 5-6K	$6.00
TAW06CRW0N		210736734		Filler Panels	$4.00
TAW06CRW0N		210736453		Filler Panels left Rail	$5.00
TAW06CRW0N		210736454		Filler Panels right Rail	$5.00
TAW06CRW0N		210826602		Lock Frame	$2.00
TAW06CRW0N		210901453		Power Supply Cord	$28.89
TAW06CRW0N		210901457C		Remote Controller	$7.96
TAW06CRW0N		210826603		Sash lock	$2.00
TAW06CRW0N		214146620		Screw accessories	$4.00
TAW06CRW0N		210901454		Sensor Assembly	$2.96
TAW06CRW0N		210826768		Top mounting Rail	$3.60
TAW08CR19		214146620		Accessory Screw  Kit - White 5K - 12k	$4.00
TAW08CR19		210736640		Air Filter	$7.50
TAW08CR19		210901461		display pcb	$18.05
TAW08CR19		FPKW10-12K		Foam Top Sash Seal Kit 10K - 15K	$10.00
TAW08CR19		210826602		Lock Frame	$2.00
TAW08CR19		210901453		Power Supply Cord	$28.89
TAW08CR19		210901457C		Remote Controller	$7.96
TAW08CR19		210826603		Sash lock	$2.00
TAW08CR19		210901454		Sensor Assembly	$2.96
TAW08CR19		210826772		Top mounting Rail	$5.45
TAW08CR19		FPKW8K	41599-000321	Filler Panel Kit 8K White	$10.00
TAW08CREB19W		214146620B		Accesory Screw Kit Black	$4.00
TAW08CREB19W		210736640A		Air Filter	$3.20
TAW08CREB19W		210901461C		display pcb	$12.56
TAW08CREB19W		210826602A		Lock Frame	$0.50
TAW08CREB19W		210902090A		Remote Controller	$12.24
TAW08CREB19W		210901411N		Main pcb	$34.80
TAW08CREB19W		210901453H		Power Supply Cord	$27.36
TAW08CREB19W		210826603B		Sash lock	$0.60
TAW08CREB19W		210826772A		Top mounting Rail	$6.24
TAW08CREB19W		210901454		Sensor Assembly	$2.96
TAW08CREB19W		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW08CREB19W		210901721		Transformer	$8.70
TAW08CREB19W		214154672		Wifi module	$17.40
TAW08CREB19W		41599-000323	41599-000323	Filler Panel Kit (Black)	$10.00
TAW08CRNB0W		1193070510	A2004-000143	Screw bag	$4.00
TAW08CRNB0W		210736640A		Air Filter	$3.20
TAW08CRNB0W		210901461C		display pcb	$12.56
TAW08CRNB0W		210737051		Foam Top window Gasket	$2.00
TAW08CRNB0W		210826602A		Lock Frame	$0.50
TAW08CRNB0W		210902090A		Remote Controller	$12.24
TAW08CRNB0W		210901411N		Main pcb	$34.80
TAW08CRNB0W		210901453H		Power Supply Cord	$27.36
TAW08CRNB0W		210826603B		Sash lock	$0.60
TAW08CRNB0W		210826772A		Top mounting Rail	$6.24
TAW08CRNB0W		210737020		Window Sash seal	$3.00
TAW08CRNB0W		210901721		Transformer	$8.70
TAW08CRNB0W		214154672		Wifi module	$17.40
TAW08CRNB0W		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW08CRNB0W		41599-000323	41599-000323	Filler Panel Kit (Black)	$10.00
TAW08CRNW0W		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW08CRNW0W		1193070510	A2004-000143	Screw bag	$4.00
TAW08CRNW0W		210901461C		display pcb	$12.56
TAW08CRNW0W		210736640		Air Filter	$7.50
TAW08CRNW0W		210736733		Filler Panels	$5.20
TAW08CRNW0W		210736630		Filler Panels left Rail	$5.04
TAW08CRNW0W		210736629		Filler Panels right Rail	$5.04
TAW08CRNW0W		210737051		Foam Top window Gasket	$2.00
TAW08CRNW0W		210826602		Lock Frame	$2.00
TAW08CRNW0W		210901411N		Main pcb	$34.80
TAW08CRNW0W		210901453		Power Supply Cord	$28.89
TAW08CRNW0W		210901457C		Remote Controller	$7.96
TAW08CRNW0W		210826603		Sash lock	$2.00
TAW08CRNW0W		214146620		Screw accessories	$4.00
TAW08CRNW0W		210901454		Sensor Assembly	$2.96
TAW08CRNW0W		210826772		Top mounting Rail	$5.45
TAW08CRNW0W		210901721		Transformer	$8.70
TAW08CRNW0W		214154672		Wifi module	$17.40
TAW08CRNW0W		210737020		Window Sash seal	$3.00
TAW08CRNW0W		FPKW8K	41599-000321	Filler Panel Kit White 8K	$10.00
TAW10CR19		210736617		Air Filter	$4.14
TAW10CR19		210901461		Display PCB	$18.05
TAW10CR19		FPKW10-12K		Filler Panel Kit White 10-12K	$10.00
TAW10CR19		210826602		Lock Frame	$2.00
TAW10CR19		210901457C		Remote Controller	$7.96
TAW10CR19		210901411C		Main pcb	$37.48
TAW10CR19		210901453A		Power Supply Cord	$38.04
TAW10CR19		210826603		Sash lock	$2.00
TAW10CR19		214146620		Screw Kit White 5-12k	$4.00
TAW10CR19		210826820		Top mounting Rail	$5.08
TAW10CR19		210901539		Sensor Assembly	$6.96
TAW10CR19		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW10CRNB0W		1193070510	A2004-000143	Screw bag	$4.00
TAW10CRNB0W		210736617A		Air Filter	$8.00
TAW10CRNB0W		210901461C		Display PCB	$12.56
TAW10CRNB0W		210737051		Foam Top window Gasket	$2.00
TAW10CRNB0W		210826602A		Lock Frame	$0.50
TAW10CRNB0W		210901411P		Main pcb	$35.56
TAW10CRNB0W		210902090A		Remote Controller	$12.24
TAW10CRNB0W		210826603B		Sash lock	$0.60
TAW10CRNB0W		210901539		Sensor Assembly	$6.96
TAW10CRNB0W		210826820A		Top mounting Rail	$7.62
TAW10CRNB0W		210901721		Transformer	$8.70
TAW10CRNB0W		214154672		Wifi module	$17.40
TAW10CRNB0W		210737020		Window Sash seal	$3.00
TAW10CRNW0W		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW10CRNW0W		1193070510	A2004-000143	Screw bag	$4.00
TAW10CRNW0W		210901461C		Display PCB	$12.56
TAW10CRNW0W		210736617		Air Filter	$4.14
TAW10CRNW0W		FPKW10-12K		Filler Panel Kit White 10-12K	$10.00
TAW10CRNW0W		214146707		Filler Panels	$6.15
TAW10CRNW0W		210736622		Filler Panels Left Rail	$4.08
TAW10CRNW0W		210736623		Filler Panels Right Rail	$4.08
TAW10CRNW0W		210737051		Foam Top window Gasket	$2.00
TAW10CRNW0W		210826602		Lock Frame	$2.00
TAW10CRNW0W		210901411P		Main pcb	$35.56
TAW10CRNW0W		210901453A		Power Supply Cord	$38.04
TAW10CRNW0W		210901457C		Remote Controller	$7.96
TAW10CRNW0W		210826603		Sash lock	$2.00
TAW10CRNW0W		214146620		Screw accessories	$4.00
TAW10CRNW0W		210901539		Sensor Assembly	$6.96
TAW10CRNW0W		210826820		Top mounting Rail	$5.08
TAW10CRNW0W		210901721		Transformer	$8.70
TAW10CRNW0W		214154672		Wifi module	$17.40
TAW10CRNW0W		210737020		Window Sash seal	$3.00
TAW12CR19		210736617		Air Filter	$4.14
TAW12CR19		210901461		Display PCB	$18.05
TAW12CR19		FPKW10-12K		Filler Panel Kit White 10-12K	$10.00
TAW12CR19		210826602		Lock Frame	$2.00
TAW12CR19		210901457C		Remote Controller	$7.96
TAW12CR19		210901411C		Main pcb	$37.48
TAW12CR19		210901453A		Power Supply Cord	$38.04
TAW12CR19		210826603		Sash lock	$2.00
TAW12CR19		214146620		Screw Kit White 5-12k	$4.00
TAW12CR19		210826820		Top mounting Rail	$5.08
TAW12CR19		210901539		Sensor Assembly	$6.96
TAW12CR19		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW12CRNW0W		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW12CRNW0W		1193070510	A2004-000143	Screw bag	$4.00
TAW12CRNW0W		210901461C		Display PCB	$12.56
TAW12CRNW0W		210736617		Air Filter	$4.14
TAW12CRNW0W		FPKW10-12K		Filler Panel Kit White 10-12K	$10.00
TAW12CRNW0W		214146707		Filler Panels	$6.15
TAW12CRNW0W		210736622		Filler Panels Left Rail	$4.08
TAW12CRNW0W		210736623		Filler Panels Right Rail	$4.08
TAW12CRNW0W		210737051		Foam Top window Gasket	$2.00
TAW12CRNW0W		210826602		Lock Frame	$2.00
TAW12CRNW0W		210901411P		Main pcb	$35.56
TAW12CRNW0W		210901453A		Power Supply Cord	$38.04
TAW12CRNW0W		210901457C		Remote Controller	$7.96
TAW12CRNW0W		210826603		Sash lock	$2.00
TAW12CRNW0W		214146620		Screw accessories	$4.00
TAW12CRNW0W		210901539		Sensor Assembly	$6.96
TAW12CRNW0W		210826820		Top mounting Rail	$5.08
TAW12CRNW0W		210901721		Transformer	$8.70
TAW12CRNW0W		214154672		Wifi module	$17.40
TAW12CRNW0W		210737020		Window Sash seal	$3.00
TAW15CR19		210736555		Air Filter	$7.50
TAW15CR19		210901461		Display PCB	$18.05
TAW15CR19		210901458		Fan Motor	$78.36
TAW15CR19		FPKW15K		Filler Panel Kit White 15K-24k	$10.00
TAW15CR19		210736744		Filler Panels plug	$2.00
TAW15CR19		210736744		Filler Panels plug	$2.00
TAW15CR19		211800128		Gasket	$0.50
TAW15CR19		210737551		Insulation strip sponge	$6.40
TAW15CR19		210901457C		Remote Controller	$7.96
TAW15CR19		210901411C		Main pcb	$37.48
TAW15CR19		210901453A		Power Supply Cord	$38.04
TAW15CR19		210826603		Sash lock	$2.00
TAW15CR19		214148430		Screw  assembly	$4.00
TAW15CR19		210826661		Sill Angel Bracket	$3.28
TAW15CR19		210901539		Sensor Assembly	$6.96
TAW15CR19		SBK15-24K		Support Bracket Kit 15-24K	$4.00
TAW15CR19		210826659		Support Bracket(Left)	$13.68
TAW15CR19		210826660		Support Bracket(Right)	$13.68
TAW15CR19		210826835		Top mounting Rail	$8.70
TAW15CR19		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW15CREW0W		GSK8-15K		Window Foam Insulation Strips	$4.00
TAW15CREW0W		1193070510	A2004-000143	screw bag	$4.00
TAW15CREW0W		210901461E		Display PCB	$27.52
TAW15CREW0W		210901458		Fan Motor	$78.36
TAW15CREW0W		210736555		Air Filter	$7.50
TAW15CREW0W		FPKW15K		Filler Panel Kit White 15K-24k	$10.00
TAW15CREW0W		210736743		Filler Panels	$6.24
TAW15CREW0W		210736566		Filler Panels Left Rail	$5.16
TAW15CREW0W		210736744		Filler Panels plug	$2.00
TAW15CREW0W		210737051		Foam Top window Gasket	$2.00
TAW15CREW0W		211800128		Gasket	$0.50
TAW15CREW0W		210737551		Insulation strip sponge	$6.40
TAW15CREW0W		210901411P		Main pcb	$35.56
TAW15CREW0W		210901453A		Power Supply Cord	$38.04
